property_address,sale_price,sale_date,city,state,latitude,longitude,zip_code
"520  GLENPARK DR, Nashville, TN",155000,2013-05-31,NASHVILLE,TN,36.112711,-86.706747,37217.0
"3628  WOOD BRIDGE DR, Nashville, TN",151000,2013-05-06,NASHVILLE,TN,36.0938275,-86.6075338,37217.0
"555  RURAL HILL RD, Nashville, TN",125000,2013-05-16,NASHVILLE,TN,36.0864873,-86.6230074,37217.0
"0  FRANKLIN LIMESTONE RD, Nashville, TN",75000,2013-05-21,NASHVILLE,TN,36.0878657,-86.6626702,37217.0
"113  APOLLO CT W, Nashville, TN",128200,2013-05-03,ANTIOCH,TN,36.0691935,-86.6671978,37013.0
"518  RURAL HILL RD, Nashville, TN",123500,2013-05-28,NASHVILLE,TN,36.0821216,-86.6231394,37217.0
"2820  CREEKVIEW DR, Nashville, TN",119085,2013-05-31,NASHVILLE,TN,36.0778,-86.624739,37217.0
"2912  MOSS SPRING DR, Nashville, TN",122500,2013-05-13,ANTIOCH,TN,36.081522,-86.619667,37013.0
"3020  HIGH RIGGER DR, Nashville, TN",125000,2013-05-31,NASHVILLE,TN,36.0796616,-86.6106917,37217.0
"2914  ANDERSON RD, Nashville, TN",107500,2013-05-07,NASHVILLE,TN,36.0742009,-86.6263186,37217.0
"2904  EDGE MOOR DR, Nashville, TN",95000,2013-05-17,NASHVILLE,TN,36.0751921,-86.6290677,37217.0
"200  NEW TOWNE CT, Nashville, TN",110000,2013-05-10,ANTIOCH,TN,36.07319,-86.606655,37013.0
"3213  COUNTRY MEADOW RD, Nashville, TN",118000,2013-05-03,ANTIOCH,TN,36.0747768,-86.6045701,37013.0
"3217  COUNTRY LAWN DR, Nashville, TN",120000,2013-05-10,ANTIOCH,TN,36.0734391,-86.6027809,37013.0
"3109  COUNTRY MEADOW RD, Nashville, TN",123700,2013-05-22,ANTIOCH,TN,36.0728014,-86.6039712,37013.0
"3212  COUNTRY LAWN DR, Nashville, TN",129921,2013-05-22,ANTIOCH,TN,36.0732028,-86.6030787,37013.0
"3225  ANDERSON RD, Nashville, TN",62000,2013-05-17,ANTIOCH,TN,36.075126,-86.6087072,37013.0
"3441  COUNTRY WAY RD, Nashville, TN",125500,2013-05-30,ANTIOCH,TN,36.073491,-86.599326,37013.0
"704  COUNTRY RIDGE CT, Nashville, TN",134000,2013-05-15,ANTIOCH,TN,36.0755255,-86.5990867,37013.0
"3033  FIELDSTONE DR, Nashville, TN",109995,2013-05-14,ANTIOCH,TN,36.0715743,-86.6183742,37013.0
"3100  TOWNE VALLEY RD, Nashville, TN",98000,2013-05-29,ANTIOCH,TN,36.069023,-86.609156,37013.0
"3213  TOWNE VILLAGE RD, Nashville, TN",112000,2013-05-30,ANTIOCH,TN,36.0698433,-86.6051689,37013.0
"3313  TOWNE RIDGE DR, Nashville, TN",107000,2013-05-06,ANTIOCH,TN,36.071686,-86.6044587,37013.0
"4645  CHUTNEY DR, Nashville, TN",112900,2013-05-10,ANTIOCH,TN,36.043301,-86.5778974,37013.0
"4800  HICKORY WAY, Nashville, TN",119000,2013-05-22,ANTIOCH,TN,36.030319,-86.588899,37013.0
"208  HICKORY RIDGE CT, Nashville, TN",146000,2013-05-16,ANTIOCH,TN,36.0365342,-86.5867193,37013.0
"5016  TRAILWATER DR, Nashville, TN",122900,2013-05-20,ANTIOCH,TN,36.0384999,-86.5758155,37013.0
"1705  5TH AVE N, Nashville, TN",410000,2013-05-15,NASHVILLE,TN,36.1823589,-86.7927201,37208.0
"1406  ARTHUR AVE, Nashville, TN",226000,2013-05-29,NASHVILLE,TN,36.1744136,-86.7968954,37208.0
"1046  SCOVEL ST, Nashville, TN",165000,2013-05-31,NASHVILLE,TN,36.1731307,-86.7968607,37208.0
"903  JACKSON ST, Nashville, TN",30000,2013-05-15,NASHVILLE,TN,36.1714758,-86.7916018,37208.0
"110  LEWIS ST, Nashville, TN",29500,2013-06-28,NASHVILLE,TN,36.151877,-86.7580663,37210.0
"1207  2ND AVE S, Nashville, TN",212000,2013-06-27,NASHVILLE,TN,36.1453842,-86.7646017,37210.0
"510  MOORE AVE, Nashville, TN",83000,2013-06-11,NASHVILLE,TN,36.1372184,-86.7649838,37203.0
"1715  ALLISON PL, Nashville, TN",145000,2013-06-17,NASHVILLE,TN,36.1350356,-86.7691601,37203.0
"220 A  PEACHTREE ST, Nashville, TN",135000,2013-06-13,NASHVILLE,TN,36.1197327,-86.73666,37210.0
"93  ROSE ST, Nashville, TN",49000,2013-06-27,NASHVILLE,TN,36.1228948,-86.7401849,37210.0
"111  PEACHTREE ST, Nashville, TN",59800,2013-06-13,NASHVILLE,TN,36.1199859,-86.7410259,37210.0
"2694  HARTFORD DR, Nashville, TN",115000,2013-06-21,NASHVILLE,TN,36.1145333,-86.7326823,37210.0
"2690  HARTFORD DR, Nashville, TN",45000,2013-06-07,NASHVILLE,TN,36.114665,-86.7326603,37210.0
"2728  DRUID DR, Nashville, TN",105900,2013-06-27,NASHVILLE,TN,36.1137602,-86.7337254,37210.0
"3027  HARLIN DR, Nashville, TN",75000,2013-06-27,NASHVILLE,TN,36.1063346,-86.7491082,37211.0
"3000  SIMMONS AVE, Nashville, TN",70000,2013-06-07,NASHVILLE,TN,36.107554,-86.741028,37211.0
"203  MORTON AVE, Nashville, TN",145000,2013-06-05,NASHVILLE,TN,36.1048753,-86.7336592,37211.0
"3117  KINROSS AVE, Nashville, TN",150000,2013-06-21,NASHVILLE,TN,36.1045045,-86.7334382,37211.0
"416  LYNN DR, Nashville, TN",210000,2013-06-28,NASHVILLE,TN,36.0827447,-86.7534001,37211.0
"428  PATTERSON ST, Nashville, TN",31000,2013-06-21,NASHVILLE,TN,36.1029447,-86.7435943,37211.0
"3308  SAINDON ST, Nashville, TN",65000,2013-06-12,NASHVILLE,TN,36.100345,-86.7430607,37211.0
"3308  SAINDON ST, Nashville, TN",65000,2013-06-12,NASHVILLE,TN,36.100345,-86.7430607,37211.0
"3220  SOUTHLAKE DR, Nashville, TN",112000,2013-06-26,NASHVILLE,TN,36.1032198,-86.7301641,37211.0
"129  ANTIOCH PIKE, Nashville, TN",149900,2013-06-25,NASHVILLE,TN,36.100805,-86.724878,37013.0
"3713  TIBBS DR, Nashville, TN",166500,2013-06-14,NASHVILLE,TN,36.0938826,-86.7320098,37211.0
"3521  HEWLETT DR, Nashville, TN",131000,2013-06-10,NASHVILLE,TN,36.096489,-86.730353,37211.0
"3324  GOODLAND RD, Nashville, TN",119911,2013-06-10,NASHVILLE,TN,36.0975253,-86.7251188,37211.0
"190  WHEELER AVE, Nashville, TN",245000,2013-06-21,NASHVILLE,TN,36.095182,-86.728349,37211.0
"187  BRIGGS AVE, Nashville, TN",245000,2013-06-21,NASHVILLE,TN,36.0958462,-86.7279733,37211.0
"289  ELYSIAN FIELDS RD, Nashville, TN",113000,2013-06-21,NASHVILLE,TN,36.0898524,-86.7213604,37211.0
"4719  VICAR DR, Nashville, TN",160000,2013-06-17,NASHVILLE,TN,36.083409,-86.7476355,37211.0
"516  ELAINE DR, Nashville, TN",193300,2013-06-28,NASHVILLE,TN,36.0822601,-86.7423367,37211.0
"503  ELYSIAN FIELDS RD, Nashville, TN",210000,2013-06-27,NASHVILLE,TN,36.084253,-86.739603,37211.0
"353  FOXGLOVE DR, Nashville, TN",90000,2013-06-14,NASHVILLE,TN,36.0827335,-86.7228318,37211.0
"276  GARRY DR, Nashville, TN",98000,2013-06-17,NASHVILLE,TN,36.0854304,-86.7095033,37211.0
"4821  BRIARWOOD DR, Nashville, TN",248000,2013-06-19,NASHVILLE,TN,36.0775227,-86.7523708,37211.0
"516  BRAMBLEWOOD DR, Nashville, TN",319000,2013-06-14,NASHVILLE,TN,36.0738385,-86.7605898,37220.0
"4901  TROUSDALE DR, Nashville, TN",207000,2013-06-07,NASHVILLE,TN,36.074642,-86.759328,37220.0
"427  BLACKMAN RD, Nashville, TN",145000,2013-06-21,NASHVILLE,TN,36.0746598,-86.7560751,37211.0
"4929  MONTEREY DR, Nashville, TN",295000,2013-06-21,NASHVILLE,TN,36.0727956,-86.7606704,37220.0
"619  BRENTLAWN CT, Nashville, TN",308500,2013-06-26,NASHVILLE,TN,36.0636185,-86.7638735,37220.0
"617  ROCHELLE DR, Nashville, TN",275000,2013-06-14,NASHVILLE,TN,36.062172,-86.7637232,37220.0
"5103  TROUSDALE DR, Nashville, TN",225000,2013-06-28,NASHVILLE,TN,36.0646455,-86.7593669,37220.0
"655  HARDING PL, Nashville, TN",175000,2013-06-28,NASHVILLE,TN,36.0848553,-86.7035211,37211.0
"309  GAYWOOD DR, Nashville, TN",219000,2013-06-19,NASHVILLE,TN,36.0785535,-86.7404514,37211.0
"4813  HOPEDALE DR, Nashville, TN",91000,2013-06-13,NASHVILLE,TN,36.0784797,-86.7185976,37211.0
"304  WAUFORD DR, Nashville, TN",230000,2013-06-21,NASHVILLE,TN,36.0755274,-86.742519,37211.0
"4932  BRIARWOOD DR, Nashville, TN",270000,2013-06-28,NASHVILLE,TN,36.071991,-86.749056,37211.0
"217  WAUFORD DR, Nashville, TN",264000,2013-06-24,NASHVILLE,TN,36.0751231,-86.7383406,37211.0
"252  BLACKMAN RD, Nashville, TN",205000,2013-06-27,NASHVILLE,TN,36.074375,-86.739193,37211.0
"253  BLACKMAN RD, Nashville, TN",178000,2013-06-24,NASHVILLE,TN,36.074221,-86.739506,37211.0
"243  BLACKMAN RD, Nashville, TN",190000,2013-06-21,NASHVILLE,TN,36.07417,-86.737931,37211.0
"247  BLACKMAN RD, Nashville, TN",277000,2013-06-21,NASHVILLE,TN,36.07419,-86.7385665,37211.0
"4829  HUMBER DR, Nashville, TN",120000,2013-06-24,NASHVILLE,TN,36.0774271,-86.7150403,37211.0
"5018  MARCHANT DR, Nashville, TN",180000,2013-06-13,NASHVILLE,TN,36.069402,-86.7489635,37211.0
"5001  BRIARWOOD DR, Nashville, TN",225000,2013-06-14,NASHVILLE,TN,36.069146,-86.746215,37211.0
"517  ADAMWOOD DR, Nashville, TN",195000,2013-06-12,NASHVILLE,TN,36.0704441,-86.7310056,37211.0
"679  BREWER DR, Nashville, TN",170000,2013-06-28,NASHVILLE,TN,36.0655363,-86.7375281,37211.0
"3728  HILLBROOK DR, Nashville, TN",122500,2013-06-12,NASHVILLE,TN,36.0798387,-86.7052241,37211.0
"3813  BRIARCLIFF CT, Nashville, TN",110000,2013-06-26,NASHVILLE,TN,36.0759351,-86.7058976,37211.0
"3748  TURLEY DR, Nashville, TN",85000,2013-06-10,NASHVILLE,TN,36.0757684,-86.709105,37211.0
"227  MELMACK DR, Nashville, TN",164900,2013-06-13,NASHVILLE,TN,36.073129,-86.6954748,37211.0
"223  HAYWOOD LN, Nashville, TN",115000,2013-06-28,NASHVILLE,TN,36.0698111,-86.6970757,37211.0
"4025  SHUFELD CT, Nashville, TN",62000,2013-06-11,ANTIOCH,TN,36.0606452,-86.6942934,37013.0
"5312  ANCHORAGE DR, Nashville, TN",325000,2013-06-28,NASHVILLE,TN,36.0565542,-86.7666375,37220.0
"5316  OVERTON RD, Nashville, TN",375000,2013-06-26,NASHVILLE,TN,36.0570558,-86.7627951,37220.0
"5229  TROUSDALE DR, Nashville, TN",270000,2013-06-27,NASHVILLE,TN,36.0594871,-86.7594391,37220.0
"485  BRENTVIEW HILLS DR, Nashville, TN",254000,2013-06-14,NASHVILLE,TN,36.054581,-86.7552374,37220.0
"5509  TROUSDALE DR, Nashville, TN",329900,2013-06-11,BRENTWOOD,TN,36.0470984,-86.7581302,37027.0
"5540  HILL RD, Nashville, TN",331000,2013-06-08,BRENTWOOD,TN,36.0442927,-86.7528218,37027.0
"5704  HEARTHSTONE LN, Nashville, TN",323000,2013-06-21,BRENTWOOD,TN,36.043068,-86.761946,37027.0
"5732  SPRING HOUSE WAY, Nashville, TN",354000,2013-06-05,BRENTWOOD,TN,36.0428378,-86.7591346,37027.0
"5820  FIRESIDE DR, Nashville, TN",320000,2013-06-10,BRENTWOOD,TN,36.0417033,-86.760027,37027.0
"5024  META DR, Nashville, TN",175000,2013-06-14,NASHVILLE,TN,36.0581005,-86.735036,37211.0
"509  WOODHURST DR, Nashville, TN",275000,2013-06-26,NASHVILLE,TN,36.0511899,-86.749042,37220.0
"5212  RAYWOOD LN, Nashville, TN",140000,2013-06-21,NASHVILLE,TN,36.0551638,-86.7112562,37211.0
"533  HUNTINGTON PKWY, Nashville, TN",203500,2013-06-28,NASHVILLE,TN,36.0466064,-86.7242227,37211.0
"277  TUSCULUM RD, Nashville, TN",68000,2013-06-07,ANTIOCH,TN,36.0589683,-86.7036964,37013.0
"164  SUZANNE DR, Nashville, TN",129921,2013-06-28,ANTIOCH,TN,36.0588022,-86.6925401,37013.0
"4010  COLERIDGE DR, Nashville, TN",109000,2013-06-19,ANTIOCH,TN,36.0590269,-86.6979184,37013.0
"333  BART DR, Nashville, TN",55000,2013-06-04,ANTIOCH,TN,36.0565064,-86.6822025,37013.0
"4951  KAREN RAY DR, Nashville, TN",115000,2013-06-28,ANTIOCH,TN,36.0581894,-86.6868173,37013.0
"4938  BARELLA DR, Nashville, TN",78000,2013-06-18,ANTIOCH,TN,36.0588912,-86.68332,37013.0
"632  ST CLOUD DR, Nashville, TN",99000,2013-06-03,ANTIOCH,TN,36.0596103,-86.6826252,37013.0
"352  ASH GROVE DR, Nashville, TN",139900,2013-06-10,NASHVILLE,TN,36.0500758,-86.7085019,37211.0
"199  OLD TUSCULUM RD, Nashville, TN",80000,2013-06-17,ANTIOCH,TN,36.0534903,-86.6944238,37013.0
"5020  SHIHMEN DR, Nashville, TN",133000,2013-06-28,ANTIOCH,TN,36.0532838,-86.6840102,37013.0
"118  SHIHMEN CT, Nashville, TN",113000,2013-06-28,ANTIOCH,TN,36.054034,-86.6848445,37013.0
"505  AMELIA CT, Nashville, TN",124983,2013-06-14,ANTIOCH,TN,36.0486865,-86.6967593,37013.0
"6009  WOODLAND HILLS DR, Nashville, TN",450000,2013-06-28,NASHVILLE,TN,36.0338643,-86.7348009,37211.0
"440  CARL MILLER DR, Nashville, TN",120000,2013-06-14,ANTIOCH,TN,36.0359722,-86.7101197,37013.0
"5901  NOLENSVILLE PIKE, Nashville, TN",115000,2013-06-19,NASHVILLE,TN,36.08849,-86.7319553,37211.0
"5680  CANE RIDGE RD, Nashville, TN",249900,2013-06-17,ANTIOCH,TN,36.0237566,-86.6455522,37013.0
"5307  ELKINS AVE, Nashville, TN",274000,2013-06-28,NASHVILLE,TN,36.1495371,-86.8512947,37209.0
"5304  NEVADA AVE, Nashville, TN",240000,2013-06-28,NASHVILLE,TN,36.1484323,-86.8511878,37209.0
"227  53RD AVE N, Nashville, TN",253000,2013-06-07,NASHVILLE,TN,36.1476557,-86.851008,37209.0
"308  53RD AVE N, Nashville, TN",485000,2013-06-28,NASHVILLE,TN,36.1498846,-86.85115,37209.0
"317  51ST AVE N, Nashville, TN",550000,2013-06-25,NASHVILLE,TN,36.149895,-86.848546,37209.0
"4809  DAKOTA AVE, Nashville, TN",312250,2013-06-28,NASHVILLE,TN,36.1474382,-86.844717,37209.0
"4508  DAKOTA AVE, Nashville, TN",456000,2013-06-25,NASHVILLE,TN,36.1477232,-86.8409061,37209.0
"2221  ALBION ST, Nashville, TN",12000,2013-06-20,NASHVILLE,TN,36.1654835,-86.8107038,37208.0
"703  27TH AVE N, Nashville, TN",38000,2013-06-07,NASHVILLE,TN,36.1586549,-86.8164368,37209.0
"2110  BATAVIA ST, Nashville, TN",2500,2013-06-19,NASHVILLE,TN,36.1609076,-86.8216257,37209.0
"2705  CLIFTON AVE, Nashville, TN",24900,2013-06-03,NASHVILLE,TN,36.158498,-86.816933,37209.0
"3800  PARK AVE, Nashville, TN",75000,2013-06-28,NASHVILLE,TN,36.151749,-86.8311413,37209.0
"3507  DAKOTA AVE, Nashville, TN",164900,2013-06-17,NASHVILLE,TN,36.148437,-86.826399,37209.0
"6459  CHARLOTTE ROAD CIR, Nashville, TN",144900,2013-06-14,NASHVILLE,TN,36.1420663,-86.8752165,37209.0
"848  RUSSLEO DR, Nashville, TN",290000,2013-06-13,NASHVILLE,TN,36.1388479,-86.8777335,37209.0
"6728  GREELEY DR, Nashville, TN",353900,2013-06-28,NASHVILLE,TN,36.125145,-86.8817158,37205.0
"929  BRESSLYN RD, Nashville, TN",299900,2013-06-21,NASHVILLE,TN,36.1305384,-86.896593,37205.0
"844  CLEMATIS DR, Nashville, TN",283000,2013-06-04,NASHVILLE,TN,36.128514,-86.89771,37205.0
"1220  ALFRED DR, Nashville, TN",204000,2013-06-27,NASHVILLE,TN,36.1269143,-86.8998562,37205.0
"852  BELTON DR, Nashville, TN",327500,2013-06-12,NASHVILLE,TN,36.12541,-86.897173,37205.0
"144  51ST AVE N, Nashville, TN",240000,2013-06-07,NASHVILLE,TN,36.144985,-86.8482939,37209.0
"211  54TH AVE N, Nashville, TN",517500,2013-06-07,NASHVILLE,TN,36.1460949,-86.8520427,37209.0
"4309  WYOMING AVE, Nashville, TN",243500,2013-06-10,NASHVILLE,TN,36.1455471,-86.8382374,37209.0
"145  42ND AVE N, Nashville, TN",299500,2013-06-06,NASHVILLE,TN,36.144986,-86.836866,37209.0
"4501  UTAH AVE, Nashville, TN",310000,2013-06-17,NASHVILLE,TN,36.144354,-86.840705,37209.0
"4609  NEBRASKA AVE, Nashville, TN",425000,2013-06-25,NASHVILLE,TN,36.1432405,-86.8420114,37209.0
"305  SENTINEL DR, Nashville, TN",194000,2013-06-18,NASHVILLE,TN,36.1472265,-86.8345435,37209.0
"4016  NEBRASKA AVE, Nashville, TN",590000,2013-06-21,NASHVILLE,TN,36.143022,-86.83324,37209.0
"4018  COLORADO AVE, Nashville, TN",475000,2013-06-28,NASHVILLE,TN,36.1419434,-86.8334515,37209.0
"4101  MEDIA ST, Nashville, TN",609000,2013-06-06,NASHVILLE,TN,36.1451,-86.835169,37209.0
"4215  UTAH AVE, Nashville, TN",546000,2013-06-20,NASHVILLE,TN,36.1443344,-86.8371744,37209.0
"5733  KNOB RD, Nashville, TN",207760,2013-06-14,NASHVILLE,TN,36.137678,-86.8706015,37209.0
"5527  KENDALL DR, Nashville, TN",264500,2013-06-05,NASHVILLE,TN,36.1391605,-86.8549846,37209.0
"5620  STONEWAY TRL, Nashville, TN",305000,2013-06-25,NASHVILLE,TN,36.136684,-86.859784,37209.0
"5416  KNOB RD, Nashville, TN",218000,2013-06-28,NASHVILLE,TN,36.1400017,-86.8511031,37209.0
"5403  KNOB RD, Nashville, TN",75000,2013-06-21,NASHVILLE,TN,36.1381646,-86.8612472,37209.0
"4120  ABERDEEN RD, Nashville, TN",440000,2013-06-28,NASHVILLE,TN,36.1368774,-86.838247,37205.0
"3927  CAMBRIDGE AVE, Nashville, TN",489500,2013-06-05,NASHVILLE,TN,36.1370391,-86.8352762,37205.0
"4512  PRICE CIRCLE RD, Nashville, TN",1335000,2013-06-04,NASHVILLE,TN,36.1326217,-86.8619332,37205.0
"712  KENDALL DR, Nashville, TN",286500,2013-06-13,NASHVILLE,TN,36.1360538,-86.8618823,37209.0
"5608  VINE RIDGE DR, Nashville, TN",270000,2013-06-21,NASHVILLE,TN,36.1351644,-86.8597551,37205.0
"3816  CENTRAL AVE, Nashville, TN",960000,2013-06-19,NASHVILLE,TN,36.1349262,-86.8324252,37205.0
"406  W HILLWOOD DR, Nashville, TN",1800000,2013-06-25,NASHVILLE,TN,36.1264926,-86.8698794,37205.0
"5700  RED OAK DR, Nashville, TN",415000,2013-06-18,NASHVILLE,TN,36.128105,-86.855912,37205.0
"3902  KIMPALONG AVE, Nashville, TN",345000,2013-06-17,NASHVILLE,TN,36.1257369,-86.8336902,37205.0
"3606  NORMANDY PL S, Nashville, TN",225000,2013-06-28,NASHVILLE,TN,36.1464165,-86.8275426,37209.0
"198  37TH AVE N, Nashville, TN",150000,2013-06-28,NASHVILLE,TN,36.1459365,-86.8281165,37209.0
"134  40TH AVE N, Nashville, TN",295000,2013-06-07,NASHVILLE,TN,36.14355,-86.83252,37209.0
"132  40TH AVE N, Nashville, TN",340000,2013-06-21,NASHVILLE,TN,36.1433,-86.832555,37209.0
"141  39TH AVE N, Nashville, TN",362000,2013-06-17,NASHVILLE,TN,36.143849,-86.831343,37209.0
"131  37TH AVE N, Nashville, TN",320000,2013-06-25,NASHVILLE,TN,36.1429641,-86.8289094,37209.0
"110  38TH AVE N, Nashville, TN",210000,2013-06-24,NASHVILLE,TN,36.1411999,-86.8302752,37209.0
"3506  MURPHY RD, Nashville, TN",471000,2013-06-21,NASHVILLE,TN,36.1400228,-86.8253284,37205.0
"3803  MURPHY RD, Nashville, TN",260000,2013-06-20,NASHVILLE,TN,36.1404131,-86.8306951,37209.0
"322  HARVARD AVE, Nashville, TN",506000,2013-06-14,NASHVILLE,TN,36.1372567,-86.8323693,37205.0
"3703  WESTBROOK AVE, Nashville, TN",375000,2013-06-20,NASHVILLE,TN,36.1387469,-86.8300602,37205.0
"314  GREENWAY AVE, Nashville, TN",717000,2013-06-14,NASHVILLE,TN,36.138567,-86.8249389,37205.0
"111  32ND AVE S, Nashville, TN",420000,2013-06-28,NASHVILLE,TN,36.1418266,-86.8160023,37212.0
"2811  BELCOURT AVE, Nashville, TN",360000,2013-06-27,NASHVILLE,TN,36.1370569,-86.8114629,37212.0
"2602  ACKLEN AVE, Nashville, TN",293500,2013-06-24,NASHVILLE,TN,36.1360316,-86.8084963,37212.0
"2615  ACKLEN AVE, Nashville, TN",530000,2013-06-07,NASHVILLE,TN,36.135884,-86.8086782,37212.0
"209  CANTRELL AVE, Nashville, TN",590000,2013-06-18,NASHVILLE,TN,36.1302418,-86.8325271,37205.0
"224  CRAIGHEAD AVE, Nashville, TN",625000,2013-06-12,NASHVILLE,TN,36.1301958,-86.827262,37205.0
"3629  BRIGHTON RD, Nashville, TN",685000,2013-06-20,NASHVILLE,TN,36.1262473,-86.8281519,37205.0
"2902 A  W LINDEN AVE, Nashville, TN",754000,2013-06-28,NASHVILLE,TN,36.1279894,-86.8078803,37212.0
"2216  29TH AVE S, Nashville, TN",280000,2013-06-07,NASHVILLE,TN,36.129295,-86.813578,37212.0
"2902 B  W LINDEN AVE, Nashville, TN",770000,2013-06-17,NASHVILLE,TN,36.1279894,-86.8078803,37212.0
"2306  ASHWOOD AVE, Nashville, TN",350000,2013-06-28,NASHVILLE,TN,36.1298937,-86.8056153,37212.0
"2114  SUNSET PL, Nashville, TN",450000,2013-06-07,NASHVILLE,TN,36.12853,-86.8033514,37212.0
"2112 A  SUNSET PL, Nashville, TN",450000,2013-06-07,NASHVILLE,TN,36.1289547,-86.8073333,37212.0
"2104  W LINDEN AVE, Nashville, TN",700000,2013-06-12,NASHVILLE,TN,36.1276287,-86.8037541,37212.0
"2710  WOODLAWN DR, Nashville, TN",434000,2013-06-07,NASHVILLE,TN,36.126028,-86.8111416,37212.0
"2123  WESTWOOD AVE, Nashville, TN",300000,2013-06-25,NASHVILLE,TN,36.1264741,-86.805951,37212.0
"2707 A  W LINDEN AVE, Nashville, TN",400000,2013-06-28,NASHVILLE,TN,36.1279894,-86.8078803,37212.0
"2500 C  W LINDEN AVE, Nashville, TN",660000,2013-06-27,NASHVILLE,TN,36.127936,-86.8073788,37212.0
"1900  BLAIR BLVD, Nashville, TN",1065500,2013-06-04,NASHVILLE,TN,36.130111,-86.799028,37212.0
"1713  ASHWOOD AVE, Nashville, TN",410000,2013-06-19,NASHVILLE,TN,36.1283931,-86.7974962,37212.0
"2215  BELMONT BLVD, Nashville, TN",780000,2013-06-25,NASHVILLE,TN,36.1281984,-86.7948223,37212.0
"1900  BEECHWOOD AVE, Nashville, TN",765000,2013-06-21,NASHVILLE,TN,36.12664,-86.800417,37212.0
"2501  OAKLAND AVE, Nashville, TN",812375,2013-06-25,NASHVILLE,TN,36.125929,-86.795598,37212.0
"1303  TREMONT ST, Nashville, TN",528000,2013-06-28,NASHVILLE,TN,36.1440474,-86.7898204,37212.0
"1306  EDGEHILL AVE, Nashville, TN",225000,2013-06-07,NASHVILLE,TN,36.143045,-86.789535,37212.0
"908  SOUTHSIDE PL, Nashville, TN",127000,2013-06-27,NASHVILLE,TN,36.1462509,-86.7822429,37203.0
"2016  12TH AVE S, Nashville, TN",450000,2013-06-12,NASHVILLE,TN,36.132658,-86.7886303,37212.0
"1017  WADE AVE, Nashville, TN",130000,2013-06-28,NASHVILLE,TN,36.1364089,-86.7850155,37203.0
"2006  WHITE AVE, Nashville, TN",200000,2013-06-14,NASHVILLE,TN,36.1314,-86.77591,37204.0
"1106  LAWRENCE AVE, Nashville, TN",480000,2013-06-26,NASHVILLE,TN,36.129181,-86.788107,37204.0
"1109  LAWRENCE AVE, Nashville, TN",625000,2013-06-14,NASHVILLE,TN,36.129054,-86.788438,37204.0
"908  BRADFORD AVE, Nashville, TN",500000,2013-06-07,NASHVILLE,TN,36.127696,-86.7834516,37204.0
"2308  VAULX LN, Nashville, TN",675000,2013-06-25,NASHVILLE,TN,36.1264097,-86.7830188,37204.0
"2123  ELLIOTT AVE, Nashville, TN",165000,2013-06-14,NASHVILLE,TN,36.1306341,-86.7807501,37204.0
"2207  LINDELL AVE, Nashville, TN",311000,2013-06-07,NASHVILLE,TN,36.1306789,-86.774493,37204.0
"977  DAVIDSON DR, Nashville, TN",243500,2013-06-28,NASHVILLE,TN,36.122327,-86.902028,37205.0
"723  CLEMATIS DR, Nashville, TN",325000,2013-06-14,NASHVILLE,TN,36.122168,-86.896186,37205.0
"6559  BROWNLEE DR, Nashville, TN",400900,2013-06-10,NASHVILLE,TN,36.1145433,-86.9048165,37205.0
"6533  BROWNLEE DR, Nashville, TN",426000,2013-06-24,NASHVILLE,TN,36.1129112,-86.9012326,37205.0
"6315  BROWNLEE DR, Nashville, TN",355000,2013-06-12,NASHVILLE,TN,36.1121941,-86.888874,37205.0
"710  BROWNLEE DR, Nashville, TN",1074500,2013-06-28,NASHVILLE,TN,36.1129197,-86.8923397,37205.0
"324  GUN CLUB RD, Nashville, TN",465000,2013-06-14,NASHVILLE,TN,36.1116278,-86.8763161,37205.0
"6317  BRESSLYN RD, Nashville, TN",536360,2013-06-21,NASHVILLE,TN,36.107532,-86.8877507,37205.0
"609  ESTES RD, Nashville, TN",469000,2013-06-27,NASHVILLE,TN,36.1228441,-86.835595,37215.0
"3511  WOODMONT LN, Nashville, TN",389900,2013-06-17,NASHVILLE,TN,36.1155381,-86.839883,37215.0
"3821  DARTMOUTH AVE, Nashville, TN",322500,2013-06-14,NASHVILLE,TN,36.1154867,-86.8388994,37215.0
"5936  LONG MEADOW RD, Nashville, TN",280000,2013-06-19,NASHVILLE,TN,36.110495,-86.868363,37205.0
"5955  POST RD, Nashville, TN",379000,2013-06-06,NASHVILLE,TN,36.108833,-86.8673033,37205.0
"4001  WALLACE LN, Nashville, TN",313000,2013-06-04,NASHVILLE,TN,36.107833,-86.834787,37215.0
"4000  WALLACE LN, Nashville, TN",375000,2013-06-28,NASHVILLE,TN,36.1058692,-86.8345229,37215.0
"3000  23RD AVE S, Nashville, TN",528000,2013-06-28,NASHVILLE,TN,36.1383497,-86.8030614,37235.0
"2902  23RD AVE S, Nashville, TN",679000,2013-06-28,NASHVILLE,TN,36.1383497,-86.8030614,37235.0
"2607  OAKLAND AVE, Nashville, TN",385000,2013-06-27,NASHVILLE,TN,36.1247393,-86.7958502,37212.0
"1514  DALLAS AVE, Nashville, TN",430000,2013-06-07,NASHVILLE,TN,36.1231302,-86.7931005,37212.0
"2707  HAWTHORNE PL, Nashville, TN",375000,2013-06-26,NASHVILLE,TN,36.1238876,-86.7987527,37212.0
"2802  HAWTHORNE PL, Nashville, TN",287500,2013-06-04,NASHVILLE,TN,36.1227132,-86.7987832,37212.0
